age,job,marital,education,credit_in_default,housing_loan,personal_loan,last_contact_type,last_contact_month,last_contact_day,last_contact_duration,n_contacts_this_campaign,n_contacts_prev_campaign,prev_campaign_outcome,registered,location
48.0,blue-collar,married,professional.course,no,yes,no,cellular,jul,thu,49.0,16,0,nonexistent,no,Ermesinde
32.0,management,married,high.school,no,yes,no,telephone,may,mon,232.5,1,0,nonexistent,no,Agualva-Cacém
29.0,admin.,single,high.school,no,yes,no,cellular,jul,tue,202.0,2,0,nonexistent,no,Serpa
34.0,admin.,married,high.school,no,yes,no,cellular,aug,thu,103.0,1,0,nonexistent,no,Setúbal
43.0,admin.,married,high.school,no,yes,no,cellular,jul,mon,24.0,28,0,nonexistent,no,Amora
42.0,blue-collar,married,unknown,unknown,no,no,telephone,may,wed,276.0,2,0,nonexistent,no,Amora
57.0,blue-collar,divorced,basic.9y,no,yes,no,telephone,jun,tue,232.5,2,0,nonexistent,no,Loulé
30.0,services,married,high.school,no,no,no,telephone,may,wed,232.5,2,0,nonexistent,no,Vila Franca de Xira
39.0,self-employed,unknown,unknown,unknown,yes,yes,telephone,jun,mon,258.0,1,0,nonexistent,no,Tavira
55.0,self-employed,married,basic.9y,no,yes,yes,cellular,may,tue,232.5,2,0,nonexistent,no,Esmoriz
42.0,technician,single,high.school,no,no,no,cellular,jul,wed,58.0,2,0,nonexistent,no,Valongo
42.0,entrepreneur,single,unknown,no,no,no,cellular,jul,wed,295.0,1,0,nonexistent,no,Peniche
52.0,self-employed,married,university.degree,no,no,no,telephone,may,tue,31.0,3,0,nonexistent,no,Peso da Régua
36.0,blue-collar,married,basic.9y,no,yes,no,telephone,may,thu,232.5,2,0,nonexistent,no,Vila Franca de Xira
44.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,wed,302.0,2,0,nonexistent,no,Loulé
49.0,admin.,single,unknown,unknown,no,no,cellular,nov,tue,74.0,2,0,nonexistent,no,Queluz
54.0,admin.,married,university.degree,no,yes,yes,telephone,jun,thu,232.5,2,0,nonexistent,no,Póvoa de Santa Iria
55.0,blue-collar,single,basic.9y,unknown,yes,no,cellular,jul,tue,80.0,3,0,nonexistent,no,Esposende
53.0,admin.,married,professional.course,no,yes,no,telephone,may,tue,232.5,2,0,nonexistent,no,Esmoriz
25.0,services,single,basic.6y,unknown,no,no,cellular,jul,thu,88.0,1,0,nonexistent,no,Tondela
38.0,admin.,married,high.school,no,yes,no,cellular,nov,tue,232.5,2,0,nonexistent,no,Tondela
36.0,unknown,married,high.school,no,yes,no,cellular,nov,thu,111.0,3,1,failure,no,unknown
41.0,technician,single,professional.course,no,no,no,cellular,aug,tue,358.0,1,0,nonexistent,no,Portalegre
37.0,blue-collar,married,basic.4y,no,no,yes,cellular,may,wed,232.5,1,1,failure,no,Oliveira do Bairro
33.0,blue-collar,married,unknown,no,no,no,cellular,jul,mon,232.5,4,0,nonexistent,no,Vendas Novas
44.0,admin.,married,university.degree,no,yes,no,cellular,may,tue,203.0,2,0,nonexistent,no,Vila Real de Santo António
51.0,management,married,university.degree,no,yes,no,telephone,nov,fri,232.5,1,0,nonexistent,no,Vila Franca de Xira
30.0,blue-collar,single,high.school,no,yes,no,cellular,jun,wed,232.5,2,0,nonexistent,no,Silves
35.0,blue-collar,married,professional.course,no,yes,yes,telephone,apr,fri,232.5,2,0,nonexistent,no,Reguengos de Monsaraz
35.0,admin.,single,university.degree,no,yes,no,cellular,aug,fri,176.0,4,0,nonexistent,no,Vila Nova de Famalicão
34.0,admin.,married,university.degree,no,no,no,telephone,may,tue,184.0,1,0,nonexistent,no,Covilhã
49.0,entrepreneur,married,university.degree,no,no,yes,cellular,apr,mon,281.0,2,0,nonexistent,no,Esmoriz
36.0,blue-collar,married,high.school,no,yes,yes,cellular,jul,wed,232.5,1,0,nonexistent,no,Vila Nova de Foz Côa
44.0,management,unknown,university.degree,no,yes,no,telephone,jun,mon,232.5,8,0,nonexistent,no,Águeda
40.0,technician,married,university.degree,no,no,no,cellular,may,mon,192.0,4,1,failure,no,Águeda
40.0,blue-collar,divorced,high.school,unknown,no,no,telephone,may,thu,232.5,6,0,nonexistent,no,Águeda
54.0,retired,divorced,university.degree,no,yes,no,cellular,jul,tue,152.0,2,0,nonexistent,no,Alfena
34.0,technician,unknown,professional.course,no,yes,no,cellular,aug,tue,120.0,9,0,nonexistent,no,Torres Vedras
46.0,admin.,married,professional.course,no,no,no,telephone,may,mon,232.5,3,0,nonexistent,no,Vila Real
81.0,unknown,married,basic.4y,no,yes,no,cellular,oct,wed,232.5,2,0,nonexistent,no,unknown
53.0,blue-collar,divorced,basic.6y,no,yes,no,telephone,nov,wed,232.5,3,0,nonexistent,no,Esmoriz
42.0,technician,married,university.degree,no,no,no,cellular,jul,wed,130.0,3,0,nonexistent,no,Vendas Novas
35.0,services,married,high.school,no,yes,no,cellular,may,thu,117.0,3,1,failure,no,Oliveira do Hospital
51.0,admin.,single,university.degree,no,no,no,cellular,may,wed,187.0,1,0,nonexistent,no,Faro
35.0,technician,single,university.degree,no,yes,no,cellular,aug,fri,105.0,7,0,nonexistent,no,Gouveia
30.0,retired,unknown,university.degree,no,yes,no,telephone,oct,wed,129.0,3,0,nonexistent,no,Câmara de Lobos
50.0,self-employed,married,basic.9y,unknown,no,no,cellular,may,thu,291.0,1,0,nonexistent,no,Tondela
32.0,blue-collar,married,basic.9y,unknown,yes,no,telephone,may,fri,184.0,1,0,nonexistent,no,Gondomar
32.0,management,single,university.degree,no,no,no,telephone,may,thu,81.0,2,0,nonexistent,no,Oliveira do Bairro
30.0,technician,unknown,professional.course,no,yes,no,cellular,may,fri,68.0,1,1,failure,no,Pinhel
34.0,blue-collar,single,high.school,no,yes,no,cellular,may,wed,39.0,1,1,success,no,Ovar
39.0,blue-collar,unknown,high.school,no,yes,no,telephone,may,fri,480.0,2,0,nonexistent,no,Agualva-Cacém
59.0,retired,married,basic.4y,no,no,no,telephone,apr,tue,232.5,4,0,nonexistent,no,Tondela
74.0,retired,married,professional.course,no,no,no,cellular,aug,wed,298.0,1,0,nonexistent,no,Valongo
34.0,services,married,unknown,unknown,yes,no,telephone,jun,thu,232.5,1,0,nonexistent,no,Almada
35.0,technician,married,university.degree,unknown,no,no,cellular,aug,thu,88.0,5,0,nonexistent,no,Silves
39.0,blue-collar,married,basic.6y,no,no,no,telephone,may,wed,413.0,2,0,nonexistent,no,Mirandela
53.0,self-employed,married,university.degree,no,no,no,cellular,jul,mon,84.0,2,0,nonexistent,no,Miranda do Douro
38.0,admin.,divorced,high.school,no,no,no,cellular,may,tue,326.0,1,0,nonexistent,no,Guimarães
33.0,services,married,high.school,no,yes,no,cellular,may,fri,232.5,1,0,nonexistent,no,Câmara de Lobos
29.0,blue-collar,married,basic.9y,no,yes,no,cellular,may,wed,232.5,2,0,nonexistent,no,Portimão
29.0,management,married,university.degree,no,no,yes,cellular,aug,wed,232.5,2,0,nonexistent,no,Portimão
44.0,unknown,single,basic.9y,no,no,no,cellular,nov,mon,115.0,1,1,failure,no,unknown
31.0,blue-collar,divorced,basic.6y,no,yes,no,telephone,may,fri,597.0,17,0,nonexistent,no,Odivelas
55.0,retired,married,university.degree,unknown,yes,no,telephone,may,thu,720.0,3,0,nonexistent,no,Olhão da Restauração
33.0,technician,single,basic.9y,no,no,no,telephone,nov,tue,232.5,1,0,nonexistent,no,Santana
33.0,technician,single,university.degree,no,no,no,cellular,nov,tue,232.5,1,0,nonexistent,no,Portimão
58.0,technician,married,high.school,no,no,no,telephone,jun,thu,232.5,3,0,nonexistent,no,Marinha Grande
46.0,unknown,married,university.degree,no,no,no,telephone,may,wed,93.0,4,0,nonexistent,no,Almada
26.0,blue-collar,married,professional.course,unknown,yes,no,telephone,may,mon,232.5,2,0,nonexistent,no,Gondomar
28.0,admin.,single,high.school,no,no,no,cellular,jul,wed,107.0,1,0,nonexistent,no,Câmara de Lobos
37.0,blue-collar,married,basic.9y,no,yes,yes,telephone,may,fri,198.0,1,0,nonexistent,no,Águeda
27.0,technician,single,unknown,no,yes,no,cellular,apr,wed,88.0,3,0,nonexistent,no,Gondomar
45.0,unknown,married,basic.6y,unknown,no,no,telephone,may,mon,265.0,1,0,nonexistent,no,unknown
42.0,admin.,single,professional.course,no,no,no,cellular,apr,tue,232.5,1,0,nonexistent,no,Esposende
37.0,blue-collar,married,high.school,no,no,no,telephone,may,fri,232.5,1,0,nonexistent,no,Ponta Delgada
54.0,management,married,unknown,no,no,no,cellular,nov,tue,232.5,1,1,failure,no,Agualva-Cacém
54.0,technician,unknown,professional.course,no,no,yes,telephone,jul,fri,395.0,6,0,nonexistent,no,Valpaços
30.0,unknown,single,high.school,no,yes,no,telephone,may,wed,260.0,1,0,nonexistent,no,unknown
30.0,admin.,single,university.degree,no,no,no,cellular,aug,thu,232.5,4,0,nonexistent,no,Lagoa
53.0,services,married,high.school,no,no,no,telephone,may,wed,429.0,1,0,nonexistent,no,Lisbon
39.0,services,single,professional.course,unknown,yes,no,cellular,may,thu,199.0,1,1,failure,no,Gouveia
32.0,technician,married,basic.9y,no,no,no,cellular,jul,fri,232.5,5,0,nonexistent,no,Ovar
27.0,admin.,single,university.degree,no,yes,no,telephone,may,tue,142.0,1,0,nonexistent,no,Agualva-Cacém
49.0,management,married,university.degree,no,yes,no,cellular,jun,mon,128.0,1,1,failure,no,Matosinhos
28.0,blue-collar,divorced,high.school,no,yes,no,cellular,jul,tue,251.0,1,0,nonexistent,no,Mêda
29.0,blue-collar,single,professional.course,no,yes,no,cellular,may,wed,232.5,3,0,nonexistent,no,Portimão
35.0,admin.,married,professional.course,no,yes,no,cellular,may,mon,232.5,2,1,success,no,Câmara de Lobos
27.0,admin.,married,unknown,no,yes,yes,cellular,may,thu,162.0,2,1,failure,no,Vendas Novas
57.0,services,divorced,high.school,no,yes,no,telephone,may,fri,288.0,2,0,nonexistent,no,Viseu
35.0,unknown,married,university.degree,no,yes,no,cellular,apr,mon,337.0,1,2,failure,no,unknown
38.0,technician,married,basic.9y,no,no,no,cellular,nov,mon,99.0,1,0,nonexistent,no,Vila Nova de Santo André
29.0,admin.,married,high.school,no,yes,no,telephone,jun,tue,186.0,1,0,nonexistent,no,Mealhada
50.0,blue-collar,married,unknown,unknown,no,no,cellular,jul,thu,232.5,1,0,nonexistent,no,Funchal
52.0,technician,married,basic.9y,no,no,yes,telephone,jun,wed,249.0,1,0,nonexistent,no,Mirandela
30.0,admin.,single,professional.course,no,yes,yes,telephone,jun,fri,232.5,1,0,nonexistent,no,Lourosa
49.0,admin.,married,high.school,no,no,yes,telephone,may,thu,627.0,3,0,nonexistent,no,Esmoriz
37.0,unknown,single,basic.9y,no,yes,no,cellular,may,mon,189.0,1,0,nonexistent,no,unknown
34.0,blue-collar,married,basic.4y,no,no,yes,telephone,may,thu,23.0,1,0,nonexistent,no,Seixal
36.0,blue-collar,single,basic.4y,no,yes,no,telephone,jun,fri,232.5,8,0,nonexistent,no,Agualva-Cacém
45.0,technician,married,basic.9y,unknown,no,no,telephone,may,tue,232.5,2,0,nonexistent,no,Rio Tinto
57.0,unknown,single,professional.course,no,yes,no,telephone,jun,thu,451.0,2,0,nonexistent,no,unknown
45.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,fri,232.5,9,0,nonexistent,no,Agualva-Cacém
41.0,unknown,married,high.school,unknown,no,no,telephone,may,fri,165.0,4,0,nonexistent,no,unknown
58.0,self-employed,married,unknown,unknown,no,no,cellular,may,wed,250.0,2,0,nonexistent,no,Praia da Vitória
65.0,retired,married,basic.4y,no,yes,no,telephone,oct,thu,138.0,4,0,nonexistent,no,Mealhada
31.0,technician,single,unknown,no,no,no,cellular,aug,mon,308.0,1,2,failure,no,Machico
40.0,services,married,basic.6y,unknown,no,no,cellular,apr,thu,140.0,2,2,failure,no,Albufeira
37.0,housemaid,married,high.school,no,yes,no,telephone,may,mon,232.5,2,0,nonexistent,no,Torres Novas
40.0,blue-collar,married,unknown,unknown,yes,no,telephone,jun,mon,232.5,2,0,nonexistent,no,Oliveira do Bairro
33.0,management,married,high.school,unknown,yes,no,telephone,may,thu,202.0,1,0,nonexistent,no,Ermesinde
41.0,services,divorced,high.school,no,yes,no,cellular,jul,thu,474.0,1,0,nonexistent,no,Torres Novas
35.0,blue-collar,married,professional.course,no,yes,yes,telephone,may,wed,634.0,2,0,nonexistent,no,Funchal
32.0,unknown,single,professional.course,no,no,no,telephone,may,mon,131.0,1,0,nonexistent,no,unknown
36.0,management,married,university.degree,no,yes,yes,cellular,apr,mon,163.0,1,1,failure,no,Matosinhos
35.0,blue-collar,married,basic.9y,no,no,no,telephone,may,thu,82.0,1,0,nonexistent,no,Gouveia
34.0,technician,divorced,professional.course,no,no,no,telephone,jun,mon,442.0,3,0,nonexistent,no,Oliveira do Bairro
54.0,management,married,university.degree,no,no,no,cellular,nov,tue,339.0,1,0,nonexistent,no,Mêda
40.0,management,married,basic.6y,no,yes,no,cellular,apr,thu,77.0,1,1,failure,no,Anadia
32.0,technician,unknown,university.degree,no,yes,no,cellular,aug,thu,232.5,2,0,nonexistent,no,Vendas Novas
34.0,unknown,married,university.degree,no,no,no,telephone,may,fri,83.0,2,0,nonexistent,no,unknown
31.0,management,married,high.school,no,yes,no,cellular,may,tue,78.0,1,1,failure,no,Pinhel
29.0,admin.,single,university.degree,no,no,no,cellular,aug,wed,391.0,2,0,nonexistent,no,Torres Vedras
35.0,admin.,married,university.degree,no,yes,no,telephone,may,mon,193.0,6,0,nonexistent,no,Pinhel
29.0,entrepreneur,single,university.degree,no,no,no,cellular,apr,fri,232.5,2,0,nonexistent,no,Rio Tinto
47.0,admin.,divorced,high.school,no,no,no,cellular,jul,mon,480.0,1,0,nonexistent,no,Tondela
50.0,unknown,married,unknown,no,yes,no,cellular,nov,thu,153.0,3,0,nonexistent,no,unknown
28.0,services,married,high.school,no,yes,no,telephone,may,fri,232.5,4,0,nonexistent,no,Gouveia
33.0,admin.,married,university.degree,no,yes,no,cellular,jun,mon,232.5,1,0,nonexistent,no,Seixal
39.0,management,divorced,university.degree,unknown,yes,no,telephone,may,tue,205.0,2,0,nonexistent,no,Queluz
28.0,admin.,single,university.degree,no,no,no,cellular,may,tue,118.0,1,2,failure,no,Costa da Caparica
37.0,blue-collar,single,basic.9y,unknown,no,no,cellular,jul,fri,232.5,2,0,nonexistent,no,Portalegre
35.0,management,single,unknown,no,yes,yes,cellular,nov,thu,232.5,1,0,nonexistent,no,Portalegre
37.0,self-employed,single,university.degree,no,yes,no,cellular,apr,thu,48.0,1,0,nonexistent,no,Queluz
35.0,self-employed,single,university.degree,no,no,no,cellular,jul,wed,157.0,1,0,nonexistent,no,Ovar
27.0,blue-collar,single,basic.6y,no,no,no,telephone,jul,mon,9.0,1,0,nonexistent,no,Agualva-Cacém
27.0,student,single,basic.9y,no,yes,no,cellular,aug,wed,232.5,1,0,nonexistent,no,Silves
41.0,services,divorced,basic.9y,no,yes,no,telephone,jun,mon,312.0,1,0,nonexistent,no,Praia da Vitória
37.0,unknown,married,high.school,unknown,no,yes,telephone,may,thu,232.5,1,0,nonexistent,no,unknown
39.0,blue-collar,single,basic.9y,no,yes,no,cellular,apr,thu,340.0,1,0,nonexistent,no,Agualva-Cacém
47.0,technician,married,university.degree,no,yes,no,cellular,aug,thu,65.0,2,0,nonexistent,no,Valbom
52.0,technician,married,professional.course,no,yes,no,cellular,jul,thu,232.5,2,0,nonexistent,no,Águeda
37.0,self-employed,married,professional.course,unknown,yes,no,telephone,may,fri,78.0,13,0,nonexistent,no,Faro
54.0,blue-collar,married,basic.4y,unknown,no,no,cellular,aug,thu,65.0,6,0,nonexistent,no,Covilhã
47.0,blue-collar,unknown,high.school,no,yes,no,cellular,may,fri,232.5,3,0,nonexistent,no,Coimbra
46.0,technician,divorced,professional.course,no,yes,no,cellular,jul,tue,513.0,5,0,nonexistent,no,Esmoriz
38.0,entrepreneur,married,professional.course,no,yes,yes,cellular,jun,tue,262.0,2,1,failure,no,Guarda
26.0,unemployed,unknown,high.school,no,no,no,cellular,jul,tue,322.0,4,0,nonexistent,no,Viseu
42.0,blue-collar,married,basic.6y,unknown,no,no,telephone,jul,tue,190.0,1,0,nonexistent,no,Vila Real de Santo António
51.0,technician,married,university.degree,no,yes,no,telephone,may,tue,470.0,2,0,nonexistent,no,Valbom
31.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,thu,232.5,3,0,nonexistent,no,Loulé
41.0,admin.,single,high.school,no,yes,no,telephone,jun,fri,266.0,2,0,nonexistent,no,Portimão
28.0,technician,single,basic.9y,no,yes,no,cellular,may,thu,232.5,1,1,failure,no,Mirandela
46.0,management,married,basic.9y,no,no,no,telephone,may,wed,232.5,1,0,nonexistent,no,Freamunde
34.0,technician,married,professional.course,no,yes,yes,telephone,may,mon,207.0,4,0,nonexistent,no,Valbom
28.0,blue-collar,unknown,basic.4y,no,yes,no,cellular,jul,thu,232.5,4,0,nonexistent,no,Vila Franca de Xira
48.0,blue-collar,married,basic.4y,no,yes,no,telephone,jul,tue,563.0,1,0,nonexistent,no,Amora
28.0,blue-collar,unknown,basic.9y,unknown,yes,no,cellular,may,fri,219.0,6,0,nonexistent,no,Funchal
54.0,unknown,married,professional.course,no,yes,no,cellular,jul,fri,72.0,1,0,nonexistent,no,unknown
45.0,admin.,divorced,university.degree,unknown,yes,no,telephone,may,mon,232.5,5,0,nonexistent,no,Oliveira do Bairro
55.0,technician,married,basic.9y,no,no,yes,cellular,nov,wed,113.0,2,1,failure,no,Vila Real de Santo António
36.0,services,married,high.school,no,no,yes,telephone,may,wed,166.0,5,0,nonexistent,no,Lamego
58.0,admin.,married,university.degree,no,yes,no,telephone,aug,thu,60.0,1,0,nonexistent,no,Trancoso
44.0,unknown,married,unknown,unknown,yes,no,telephone,jun,tue,232.5,4,0,nonexistent,no,unknown
52.0,blue-collar,married,basic.4y,no,no,no,cellular,aug,fri,109.0,1,0,nonexistent,no,Valbom
33.0,admin.,married,university.degree,no,no,no,cellular,apr,thu,179.0,1,0,nonexistent,no,Vila Baleira (a.k.a. Porto Santo)
24.0,self-employed,single,professional.course,no,yes,no,cellular,jul,mon,201.0,3,0,nonexistent,no,Valongo
48.0,unemployed,married,unknown,no,yes,no,cellular,jul,tue,812.0,3,0,nonexistent,no,Macedo de Cavaleiros
43.0,blue-collar,divorced,basic.4y,no,unknown,unknown,cellular,may,tue,232.5,7,1,failure,no,Barreiro
29.0,admin.,unknown,university.degree,no,yes,no,cellular,aug,wed,232.5,3,0,nonexistent,no,Évora
47.0,entrepreneur,married,university.degree,unknown,no,no,telephone,may,mon,449.0,1,0,nonexistent,no,Odivelas
44.0,admin.,divorced,university.degree,no,no,no,cellular,aug,fri,232.5,6,0,nonexistent,no,Portimão
41.0,technician,divorced,university.degree,no,yes,no,cellular,aug,mon,335.0,3,0,nonexistent,no,Peso da Régua
56.0,housemaid,married,unknown,no,no,no,telephone,jun,wed,204.0,1,0,nonexistent,no,Agualva-Cacém
24.0,admin.,married,unknown,no,yes,yes,cellular,jul,wed,130.0,5,0,nonexistent,no,Covilhã
73.0,retired,married,basic.4y,no,yes,yes,cellular,apr,mon,128.0,2,0,nonexistent,no,Barcelos
34.0,admin.,single,university.degree,no,no,no,cellular,nov,fri,70.0,2,0,nonexistent,no,Almada
43.0,services,single,high.school,no,no,no,cellular,may,thu,337.0,5,0,nonexistent,no,Praia da Vitória
51.0,technician,married,university.degree,unknown,yes,no,cellular,jul,wed,65.0,1,0,nonexistent,no,Vila do Conde
40.0,management,unknown,university.degree,no,yes,no,cellular,apr,mon,96.0,2,1,failure,no,Agualva-Cacém
36.0,admin.,unknown,university.degree,no,yes,no,cellular,oct,wed,133.0,1,1,failure,no,Miranda do Douro
33.0,technician,married,high.school,no,no,yes,telephone,jun,mon,232.5,9,0,nonexistent,no,Braga
33.0,technician,unknown,professional.course,no,yes,no,cellular,aug,fri,56.0,2,0,nonexistent,no,Agualva-Cacém
31.0,housemaid,married,high.school,no,no,no,telephone,jun,tue,680.0,2,0,nonexistent,no,Albufeira
44.0,blue-collar,married,unknown,no,unknown,unknown,telephone,jun,thu,471.0,3,0,nonexistent,no,Fátima
48.0,blue-collar,married,basic.4y,no,yes,no,cellular,jul,wed,74.0,1,0,nonexistent,no,Queluz
26.0,admin.,single,university.degree,no,yes,no,telephone,sep,thu,4.0,1,0,nonexistent,no,Tondela
36.0,blue-collar,married,basic.9y,unknown,no,no,telephone,may,thu,300.0,2,0,nonexistent,no,Ermesinde
55.0,technician,unknown,professional.course,no,yes,no,cellular,nov,fri,42.0,1,0,nonexistent,no,Estarreja
32.0,admin.,married,high.school,no,yes,no,telephone,oct,wed,48.0,1,0,nonexistent,no,Marinha Grande
30.0,blue-collar,married,basic.6y,unknown,yes,no,telephone,may,fri,232.5,1,0,nonexistent,no,Barreiro
56.0,admin.,divorced,unknown,unknown,no,no,telephone,jun,thu,232.5,2,0,nonexistent,no,Gouveia
30.0,blue-collar,unknown,basic.4y,no,no,no,telephone,jun,mon,187.0,9,0,nonexistent,no,Albufeira
29.0,technician,single,professional.course,no,yes,no,cellular,jul,wed,232.5,3,0,nonexistent,no,Câmara de Lobos
56.0,unknown,married,university.degree,no,yes,no,cellular,nov,wed,501.0,2,0,nonexistent,no,unknown
67.0,admin.,married,basic.4y,unknown,yes,no,cellular,jun,tue,177.0,2,1,failure,no,Serpa
33.0,blue-collar,divorced,basic.9y,unknown,no,no,cellular,apr,thu,129.0,1,0,nonexistent,no,Rebordosa
57.0,admin.,divorced,basic.9y,no,no,no,telephone,may,wed,283.0,3,0,nonexistent,no,Santana
